"Trends","Search volume","Started","Ended","Trend breakdown","Explore link"
"predazzo","2k+","7 February 2026 at 01:10:00 UTC+5:30","7 February 2026 at 03:40:00 UTC+5:30","predazzo","./explore?q=predazzo&geo=GB"
"what did romero say","2k+","7 February 2026 at 18:40:00 UTC+5:30","7 February 2026 at 20:50:00 UTC+5:30","what did romero say,romero comments,spurs transfer news,cristian romero,romero","./explore?q=what%20did%20romero%20say&geo=GB"
"david rowland","1k+","6 February 2026 at 22:10:00 UTC+5:30","7 February 2026 at 05:20:00 UTC+5:30","david rowland","./explore?q=david%20rowland&geo=GB"
"rapid bucureşti - petrolul","2k+","6 February 2026 at 22:50:00 UTC+5:30","7 February 2026 at 02:10:00 UTC+5:30","rapid bucureşti - petrolul,rapid bucurești vs petrolul","./explore?q=rapid%20bucure%C5%9Fti%20-%20petrolul&geo=GB"
"benjamin arthur","10k+","2 February 2026 at 23:00:00 UTC+5:30","3 February 2026 at 16:50:00 UTC+5:30","benjamin arthur,celtic fixtures,benjamin arthur brentford,b arthur brentford","./explore?q=benjamin%20arthur&geo=GB"
"st. pauli vs vfb stuttgart","200+","7 February 2026 at 21:50:00 UTC+5:30","7 February 2026 at 22:20:00 UTC+5:30","st. pauli vs vfb stuttgart","./explore?q=st.%20pauli%20vs%20vfb%20stuttgart&geo=GB"
"elton john","2k+","6 February 2026 at 18:30:00 UTC+5:30","7 February 2026 at 04:40:00 UTC+5:30","elton john","./explore?q=elton%20john&geo=GB"
"lorenzo lucca","1k+","7 February 2026 at 02:40:00 UTC+5:30","7 February 2026 at 05:20:00 UTC+5:30","lorenzo lucca,lucca nottingham forest","./explore?q=lorenzo%20lucca&geo=GB"
"inverness ct vs east fife","100+","7 February 2026 at 22:40:00 UTC+5:30","7 February 2026 at 23:00:00 UTC+5:30","inverness ct vs east fife","./explore?q=inverness%20ct%20vs%20east%20fife&geo=GB"
"rangers score","10k+","5 February 2026 at 01:40:00 UTC+5:30","5 February 2026 at 04:10:00 UTC+5:30","rangers score,mikey moore","./explore?q=rangers%20score&geo=GB"
"neymar","2k+","5 February 2026 at 04:00:00 UTC+5:30","6 February 2026 at 04:20:00 UTC+5:30","neymar,neymar jr,neymar birthday,ronaldo age","./explore?q=neymar&geo=GB"
"jaden dixon","5k+","2 February 2026 at 23:40:00 UTC+5:30","4 February 2026 at 03:40:00 UTC+5:30","jaden dixon,lee dixon","./explore?q=jaden%20dixon&geo=GB"
"celtics vs heat","500+","7 February 2026 at 06:10:00 UTC+5:30","7 February 2026 at 14:00:00 UTC+5:30","celtics vs heat","./explore?q=celtics%20vs%20heat&geo=GB"
"emma willis","2k+","6 February 2026 at 16:10:00 UTC+5:30","6 February 2026 at 19:00:00 UTC+5:30","emma willis,rylan clark,rylan","./explore?q=emma%20willis&geo=GB"
"d","2k+","7 February 2026 at 07:00:00 UTC+5:30","7 February 2026 at 12:40:00 UTC+5:30","d,josh d'amaro","./explore?q=d&geo=GB"
"evan mooney","5k+","2 February 2026 at 20:50:00 UTC+5:30","3 February 2026 at 20:40:00 UTC+5:30","evan mooney","./explore?q=evan%20mooney&geo=GB"
"sabrina impacciatore","2k+","7 February 2026 at 02:40:00 UTC+5:30","7 February 2026 at 04:40:00 UTC+5:30","sabrina impacciatore,white lotus","./explore?q=sabrina%20impacciatore&geo=GB"
"record store day 2026","2k+","4 February 2026 at 23:30:00 UTC+5:30","5 February 2026 at 16:50:00 UTC+5:30","record store day 2026,rsd 2026,record store day 2026 list,rsd 2026 list","./explore?q=record%20store%20day%202026&geo=GB"
"beverley callard","500+","7 February 2026 at 05:20:00 UTC+5:30","7 February 2026 at 17:10:00 UTC+5:30","beverley callard","./explore?q=beverley%20callard&geo=GB"
"zimbabwe vs oman","5k+","5 February 2026 at 11:20:00 UTC+5:30","5 February 2026 at 19:50:00 UTC+5:30","zimbabwe vs oman,sri lanka a vs oman,zim vs oma","./explore?q=zimbabwe%20vs%20oman&geo=GB"
"eritrea","2k+","7 February 2026 at 01:40:00 UTC+5:30","7 February 2026 at 03:20:00 UTC+5:30","eritrea","./explore?q=eritrea&geo=GB"
"all points east 2026","2k+","5 February 2026 at 20:10:00 UTC+5:30","6 February 2026 at 06:30:00 UTC+5:30","all points east 2026","./explore?q=all%20points%20east%202026&geo=GB"
"great lakes","2k+","5 February 2026 at 11:40:00 UTC+5:30","6 February 2026 at 06:10:00 UTC+5:30","great lakes","./explore?q=great%20lakes&geo=GB"
"car tax changes 2026","10k+","2 February 2026 at 07:50:00 UTC+5:30","2 February 2026 at 21:30:00 UTC+5:30","car tax changes 2026,high car tax vehicles","./explore?q=car%20tax%20changes%202026&geo=GB"
"katseye","5k+","2 February 2026 at 05:10:00 UTC+5:30","4 February 2026 at 05:00:00 UTC+5:30","katseye","./explore?q=katseye&geo=GB"
"valentine's day","2k+","7 February 2026 at 13:00:00 UTC+5:30","7 February 2026 at 16:40:00 UTC+5:30","valentine's day,valentines gift for him,valentines gifts,when is valentine's day 2026","./explore?q=valentine%27s%20day&geo=GB"
"tom holland","1k+","6 February 2026 at 17:20:00 UTC+5:30","6 February 2026 at 21:40:00 UTC+5:30","tom holland","./explore?q=tom%20holland&geo=GB"
"holly valance","2k+","4 February 2026 at 04:00:00 UTC+5:30","5 February 2026 at 14:20:00 UTC+5:30","holly valance","./explore?q=holly%20valance&geo=GB"
"terence stamp","2k+","4 February 2026 at 04:20:00 UTC+5:30","5 February 2026 at 16:00:00 UTC+5:30","terence stamp,patsy kensit","./explore?q=terence%20stamp&geo=GB"
"talk sport radio","200+","7 February 2026 at 18:10:00 UTC+5:30","7 February 2026 at 19:20:00 UTC+5:30","talk sport radio","./explore?q=talk%20sport%20radio&geo=GB"
"coronation street jim mcdonald","5k+","4 February 2026 at 00:20:00 UTC+5:30","4 February 2026 at 07:20:00 UTC+5:30","coronation street jim mcdonald,jim mcdonald","./explore?q=coronation%20street%20jim%20mcdonald&geo=GB"
"afghanistan vs west indies","10k+","4 February 2026 at 14:50:00 UTC+5:30","4 February 2026 at 20:00:00 UTC+5:30","afghanistan vs west indies,afg vs wi,afghanistan national cricket team vs west indies cricket team match scorecard","./explore?q=afghanistan%20vs%20west%20indies&geo=GB"
"monopoly board","20k+","2 February 2026 at 02:10:00 UTC+5:30","2 February 2026 at 07:40:00 UTC+5:30","monopoly board","./explore?q=monopoly%20board&geo=GB"
"puerto rico","1k+","6 February 2026 at 05:30:00 UTC+5:30","7 February 2026 at 17:40:00 UTC+5:30","puerto rico","./explore?q=puerto%20rico&geo=GB"
"arne engels","20k+","1 February 2026 at 23:10:00 UTC+5:30","3 February 2026 at 05:40:00 UTC+5:30","arne engels,celtic fc,celtic f.c.,engels celtic,miguel chaiwa,celtic transfers","./explore?q=arne%20engels&geo=GB"
"granit xhaka","200+","7 February 2026 at 17:40:00 UTC+5:30","7 February 2026 at 18:40:00 UTC+5:30","granit xhaka","./explore?q=granit%20xhaka&geo=GB"
"rugby world cup","2k+","6 February 2026 at 00:00:00 UTC+5:30","6 February 2026 at 14:30:00 UTC+5:30","rugby world cup","./explore?q=rugby%20world%20cup&geo=GB"
"michael palin","2k+","7 February 2026 at 00:30:00 UTC+5:30","7 February 2026 at 02:00:00 UTC+5:30","michael palin","./explore?q=michael%20palin&geo=GB"
"tamer hassan","10k+","2 February 2026 at 03:50:00 UTC+5:30","3 February 2026 at 06:20:00 UTC+5:30","tamer hassan,belle hassan,love island,belle love island,lucinda strafford,sean love island","./explore?q=tamer%20hassan&geo=GB"
"leicester tigers","1k+","7 February 2026 at 01:00:00 UTC+5:30","7 February 2026 at 04:30:00 UTC+5:30","leicester tigers","./explore?q=leicester%20tigers&geo=GB"
"chris wood","1k+","7 February 2026 at 01:40:00 UTC+5:30","7 February 2026 at 04:20:00 UTC+5:30","chris wood","./explore?q=chris%20wood&geo=GB"
"menoncello","200+","7 February 2026 at 20:30:00 UTC+5:30","7 February 2026 at 21:10:00 UTC+5:30","menoncello","./explore?q=menoncello&geo=GB"
"al carns","2k+","5 February 2026 at 04:20:00 UTC+5:30","6 February 2026 at 16:20:00 UTC+5:30","al carns","./explore?q=al%20carns&geo=GB"
"chef de mission","2k+","7 February 2026 at 00:10:00 UTC+5:30","7 February 2026 at 01:50:00 UTC+5:30","chef de mission","./explore?q=chef%20de%20mission&geo=GB"
"livingston vs falkirk","5k+","5 February 2026 at 01:00:00 UTC+5:30","5 February 2026 at 13:20:00 UTC+5:30","livingston vs falkirk,falkirk fc,livingston fc","./explore?q=livingston%20vs%20falkirk&geo=GB"
"ethereum price","2k+","5 February 2026 at 21:20:00 UTC+5:30","6 February 2026 at 13:30:00 UTC+5:30","ethereum price","./explore?q=ethereum%20price&geo=GB"
"scotland weather warnings snow","5k+","2 February 2026 at 21:00:00 UTC+5:30","3 February 2026 at 09:50:00 UTC+5:30","scotland weather warnings snow","./explore?q=scotland%20weather%20warnings%20snow&geo=GB"
"ed westwick","2k+","7 February 2026 at 00:30:00 UTC+5:30","7 February 2026 at 02:10:00 UTC+5:30","ed westwick","./explore?q=ed%20westwick&geo=GB"
"gavin arvizo","5k+","6 February 2026 at 02:30:00 UTC+5:30","6 February 2026 at 05:30:00 UTC+5:30","gavin arvizo,michael jackson,michael jackson gavin arvizo","./explore?q=gavin%20arvizo&geo=GB"
"cl","500+","7 February 2026 at 07:50:00 UTC+5:30","7 February 2026 at 13:30:00 UTC+5:30","cl","./explore?q=cl&geo=GB"
"alcaraz","20k+","1 February 2026 at 14:00:00 UTC+5:30","1 February 2026 at 19:40:00 UTC+5:30","alcaraz,rafa nadal","./explore?q=alcaraz&geo=GB"
"jake moon eastenders","2k+","5 February 2026 at 14:00:00 UTC+5:30","6 February 2026 at 05:40:00 UTC+5:30","jake moon eastenders","./explore?q=jake%20moon%20eastenders&geo=GB"
"berlin airport","1k+","6 February 2026 at 11:20:00 UTC+5:30","6 February 2026 at 17:40:00 UTC+5:30","berlin airport","./explore?q=berlin%20airport&geo=GB"
"eirik horneland","2k+","5 February 2026 at 17:10:00 UTC+5:30","5 February 2026 at 23:50:00 UTC+5:30","eirik horneland","./explore?q=eirik%20horneland&geo=GB"
"parma vs juventus","5k+","2 February 2026 at 00:20:00 UTC+5:30","2 February 2026 at 15:00:00 UTC+5:30","parma vs juventus,parma fc","./explore?q=parma%20vs%20juventus&geo=GB"
"john hunt","1k+","7 February 2026 at 00:20:00 UTC+5:30","7 February 2026 at 04:40:00 UTC+5:30","john hunt","./explore?q=john%20hunt&geo=GB"
"bruce willis","1k+","7 February 2026 at 01:50:00 UTC+5:30","7 February 2026 at 03:40:00 UTC+5:30","bruce willis","./explore?q=bruce%20willis&geo=GB"
"tt","2k+","6 February 2026 at 14:30:00 UTC+5:30","6 February 2026 at 20:40:00 UTC+5:30","tt","./explore?q=tt&geo=GB"
"destiny udogie","200+","7 February 2026 at 18:30:00 UTC+5:30","7 February 2026 at 19:30:00 UTC+5:30","destiny udogie","./explore?q=destiny%20udogie&geo=GB"
"dragusin","200+","7 February 2026 at 18:30:00 UTC+5:30","7 February 2026 at 19:30:00 UTC+5:30","dragusin","./explore?q=dragusin&geo=GB"
"tel aviv flights","200+","7 February 2026 at 19:20:00 UTC+5:30","7 February 2026 at 20:10:00 UTC+5:30","tel aviv flights","./explore?q=tel%20aviv%20flights&geo=GB"
"rinku singh","200+","7 February 2026 at 20:10:00 UTC+5:30","7 February 2026 at 20:50:00 UTC+5:30","rinku singh","./explore?q=rinku%20singh&geo=GB"
"oli dugmore","2k+","6 February 2026 at 03:00:00 UTC+5:30","6 February 2026 at 13:40:00 UTC+5:30","oli dugmore","./explore?q=oli%20dugmore&geo=GB"
"championship table","5k+","5 February 2026 at 22:30:00 UTC+5:30","6 February 2026 at 00:20:00 UTC+5:30","championship table","./explore?q=championship%20table&geo=GB"
"gary neville net worth","5k+","6 February 2026 at 01:30:00 UTC+5:30","6 February 2026 at 04:30:00 UTC+5:30","gary neville net worth,gary neville dragons den,how much is gary neville worth,gary neville businesses","./explore?q=gary%20neville%20net%20worth&geo=GB"
"queen","500+","7 February 2026 at 03:10:00 UTC+5:30","7 February 2026 at 06:20:00 UTC+5:30","queen","./explore?q=queen&geo=GB"
"opus 4.6","2k+","5 February 2026 at 23:30:00 UTC+5:30","6 February 2026 at 16:00:00 UTC+5:30","opus 4.6","./explore?q=opus%204.6&geo=GB"
"caf","500+","7 February 2026 at 09:00:00 UTC+5:30","7 February 2026 at 12:30:00 UTC+5:30","caf","./explore?q=caf&geo=GB"
"casa pia vs porto","5k+","3 February 2026 at 01:20:00 UTC+5:30","3 February 2026 at 14:20:00 UTC+5:30","casa pia vs porto","./explore?q=casa%20pia%20vs%20porto&geo=GB"
"liam rosenior","10k+","4 February 2026 at 01:40:00 UTC+5:30","4 February 2026 at 05:00:00 UTC+5:30","liam rosenior,liam delap,paul merson,wesley fofana,trevoh chalobah,delap,rosenior,fofana,fofana chelsea,delap chelsea,chalobah","./explore?q=liam%20rosenior&geo=GB"
"princess eugenie","5k+","2 February 2026 at 04:50:00 UTC+5:30","3 February 2026 at 14:10:00 UTC+5:30","princess eugenie,eugenie,sarah's trust,sarahs trust,princess beatrice,fergie","./explore?q=princess%20eugenie&geo=GB"
"amazon fire tv stick","5k+","3 February 2026 at 00:20:00 UTC+5:30","3 February 2026 at 09:20:00 UTC+5:30","amazon fire tv stick","./explore?q=amazon%20fire%20tv%20stick&geo=GB"
"fcsb vs botoșani","2k+","5 February 2026 at 23:30:00 UTC+5:30","6 February 2026 at 03:10:00 UTC+5:30","fcsb vs botoșani,fcsb - botoşani","./explore?q=fcsb%20vs%20boto%C8%99ani&geo=GB"
"samie elishi","1k+","7 February 2026 at 03:50:00 UTC+5:30","7 February 2026 at 07:30:00 UTC+5:30","samie elishi,lucinda,samie love island","./explore?q=samie%20elishi&geo=GB"
"southampton hospital fire","10k+","1 February 2026 at 14:40:00 UTC+5:30","3 February 2026 at 00:10:00 UTC+5:30","southampton hospital fire,southampton general hospital,southampton hospital,fire at southampton hospital,southampton general hospital fire","./explore?q=southampton%20hospital%20fire&geo=GB"
"peter thiel","2k+","3 February 2026 at 01:00:00 UTC+5:30","6 February 2026 at 05:10:00 UTC+5:30","peter thiel","./explore?q=peter%20thiel&geo=GB"
"helen of troy","5k+","1 February 2026 at 01:50:00 UTC+5:30","3 February 2026 at 06:20:00 UTC+5:30","helen of troy","./explore?q=helen%20of%20troy&geo=GB"
"torcross","1k+","6 February 2026 at 23:40:00 UTC+5:30","7 February 2026 at 05:00:00 UTC+5:30","torcross","./explore?q=torcross&geo=GB"
"fenerbahçe vs erzurumspor","2k+","5 February 2026 at 22:20:00 UTC+5:30","6 February 2026 at 02:20:00 UTC+5:30","fenerbahçe vs erzurumspor","./explore?q=fenerbah%C3%A7e%20vs%20erzurumspor&geo=GB"
"grammys winners","5k+","2 February 2026 at 04:00:00 UTC+5:30","3 February 2026 at 01:00:00 UTC+5:30","grammys winners","./explore?q=grammys%20winners&geo=GB"
"tecartus nhs watchdog decision","5k+","3 February 2026 at 15:00:00 UTC+5:30","4 February 2026 at 01:30:00 UTC+5:30","tecartus nhs watchdog decision","./explore?q=tecartus%20nhs%20watchdog%20decision&geo=GB"
"anthony davis","2k+","5 February 2026 at 00:30:00 UTC+5:30","5 February 2026 at 14:00:00 UTC+5:30","anthony davis","./explore?q=anthony%20davis&geo=GB"
"arsenal women","20k+","1 February 2026 at 22:50:00 UTC+5:30","2 February 2026 at 06:30:00 UTC+5:30","arsenal women,arsenal vs corinthians,womens champions cup,arsenal womens,fifa women's champions cup,arsenal ladies,arsenal women vs corinthians,corinthians women,arsenal corinthians women champions cup,arsenal v corinthians,arsenal corinthians,corinthians fc,arsenal women fixtures,arsenal wfc","./explore?q=arsenal%20women&geo=GB"
"suns vs warriors","1k+","6 February 2026 at 09:50:00 UTC+5:30","6 February 2026 at 15:20:00 UTC+5:30","suns vs warriors","./explore?q=suns%20vs%20warriors&geo=GB"
"deividas skebas","2k+","5 February 2026 at 20:00:00 UTC+5:30","6 February 2026 at 04:20:00 UTC+5:30","deividas skebas","./explore?q=deividas%20skebas&geo=GB"
"peppa pig","2k+","5 February 2026 at 16:40:00 UTC+5:30","6 February 2026 at 03:20:00 UTC+5:30","peppa pig,cbbc,george pig,jodie ounsley","./explore?q=peppa%20pig&geo=GB"
"roman reigns","20k+","1 February 2026 at 02:10:00 UTC+5:30","2 February 2026 at 05:30:00 UTC+5:30","roman reigns,wwe,gunther,la parka,wrestlemania 2026,royal rumble results,royal rumble match card,royal rumble 2026 card,riyadh,cody rhodes,mr iguana,royal rumble 2026 winner,wwe champions,wwe royal rumble,elimination chamber 2026,2026 royal rumble,royal rumble 2026 match card,roman,bianca belair,royal rumble 2026 results,who won royal rumble 2026,royal rumble winners,royal rumble 2026 start time uk","./explore?q=roman%20reigns&geo=GB"
"olympics 2028","1k+","7 February 2026 at 01:00:00 UTC+5:30","7 February 2026 at 04:30:00 UTC+5:30","olympics 2028","./explore?q=olympics%202028&geo=GB"
"notepad++","2k+","2 February 2026 at 18:40:00 UTC+5:30","3 February 2026 at 23:40:00 UTC+5:30","notepad++","./explore?q=notepad%2B%2B&geo=GB"
"barnsley vs northampton town","5k+","4 February 2026 at 00:30:00 UTC+5:30","4 February 2026 at 13:00:00 UTC+5:30","barnsley vs northampton town,barnsley fc","./explore?q=barnsley%20vs%20northampton%20town&geo=GB"
"anamaria vartolomei","2k+","5 February 2026 at 09:40:00 UTC+5:30","5 February 2026 at 19:10:00 UTC+5:30","anamaria vartolomei","./explore?q=anamaria%20vartolomei&geo=GB"
"adama traore","5k+","1 February 2026 at 00:40:00 UTC+5:30","1 February 2026 at 21:50:00 UTC+5:30","adama traore,traore","./explore?q=adama%20traore&geo=GB"
"sombr","2k+","2 February 2026 at 05:00:00 UTC+5:30","4 February 2026 at 06:00:00 UTC+5:30","sombr","./explore?q=sombr&geo=GB"
"tondela vs benfica","5k+","2 February 2026 at 01:10:00 UTC+5:30","2 February 2026 at 14:40:00 UTC+5:30","tondela vs benfica,tondela - benfica","./explore?q=tondela%20vs%20benfica&geo=GB"
"bailey cadamarteri","5k+","2 February 2026 at 18:40:00 UTC+5:30","3 February 2026 at 14:30:00 UTC+5:30","bailey cadamarteri,davis keillor-dunn","./explore?q=bailey%20cadamarteri&geo=GB"
"udinese vs roma","5k+","3 February 2026 at 00:20:00 UTC+5:30","3 February 2026 at 13:40:00 UTC+5:30","udinese vs roma,roma fc","./explore?q=udinese%20vs%20roma&geo=GB"
"daily horoscope today","2k+","5 February 2026 at 21:10:00 UTC+5:30","6 February 2026 at 02:20:00 UTC+5:30","daily horoscope today,aries horoscope today astrology","./explore?q=daily%20horoscope%20today&geo=GB"
"roelof van der merwe","200+","7 February 2026 at 13:40:00 UTC+5:30","7 February 2026 at 15:20:00 UTC+5:30","roelof van der merwe","./explore?q=roelof%20van%20der%20merwe&geo=GB"
"aga khan","2k+","5 February 2026 at 14:40:00 UTC+5:30","6 February 2026 at 13:00:00 UTC+5:30","aga khan","./explore?q=aga%20khan&geo=GB"
"sports","2k+","6 February 2026 at 01:30:00 UTC+5:30","6 February 2026 at 04:50:00 UTC+5:30","sports","./explore?q=sports&geo=GB"
"student loans company","200+","7 February 2026 at 13:50:00 UTC+5:30","7 February 2026 at 15:50:00 UTC+5:30","student loans company","./explore?q=student%20loans%20company&geo=GB"
"kings vs clippers","200+","7 February 2026 at 11:30:00 UTC+5:30","7 February 2026 at 14:20:00 UTC+5:30","kings vs clippers","./explore?q=kings%20vs%20clippers&geo=GB"
"dedham","2k+","5 February 2026 at 18:30:00 UTC+5:30","6 February 2026 at 04:50:00 UTC+5:30","dedham","./explore?q=dedham&geo=GB"
"agree","2k+","6 February 2026 at 16:50:00 UTC+5:30","6 February 2026 at 23:00:00 UTC+5:30","agree,iran","./explore?q=agree&geo=GB"
